ANDFS_283541,883928461866
ANDFS_283817,883928464306
ANDFS_283436,883928464155
ANDFS_283876,883928466353
ANDFS_283248,883928467842
ANDFS_283896,1770292
ANDFS_283896,1770292
ANDFS_283431,1770293
ANDFS_283785,1770294
ANDFS_283576,1770295
ANDFS_283811,1770296
ANDFS_283368,1770297
ANDFS_283271,1770298
ANDFS_283434,1770299
ANDFS_283434,1770299
ANDFS_283360,1770300
ANDFS_283521,1770301
ANDFS_283440,1770302
ANDFS_279676,1770303
ANDFS_283570,1770304
ANDFS_283877,1770305
ANDFS_283447,1770306
ANDFS_283887,1770307
ANDFS_283887,1770307
ANDFS_283724,1770308
ANDFS_283724,1770308
ANDFS_283452,1770309
ANDFS_283452,1770309
ANDFS_283804,1770310
ANDFS_283320,1770311
ANDFS_283889,1770312
ANDFS_283366,1770313
ANDFS_283749,1770314
ANDFS_283430,1770315
ANDFS_283681,1770316
ANDFS_284069,1770317
ANDFS_283765,1770318
ANDFS_284002,1770319
ANDFS_284034,1770320
ANDFS_283353,8326179658476
ANDFS_281674,8328474063459
ANDFS_284008,883983887757
ANDFS_283831,883983887779
ANDFS_283612,883982860684
ANDFS_283988,883983319473
ANDFS_284027,883983320694
ANDFS_283963,883983321245
ANDFS_283917,883983320639
ANDFS_283916,883983322024
ANDFS_283987,883983319933
ANDFS_283796,883983319750
ANDFS_283496,883983322609
ANDFS_283776,883983322274
ANDFS_283519,883983888411
ANDFS_283539,883983323123
ANDFS_283820,883983322664
ANDFS_283589,883983319613
ANDFS_283669,883983324050
ANDFS_283181,883983325012
ANDFS_282579,883983325435
ANDFS_283465,883983887871
ANDFS_283618,883983323454
ANDFS_282007,883983325023
ANDFS_283818,883983324472
ANDFS_283418,883983325034
ANDFS_280199,883983326556
ANDFS_283730,883983326280
ANDFS_283051,883983326410
ANDFS_283257,883983327232
ANDFS_283257,883983327232
ANDFS_281301,883984054418
ANDFS_283984,883984054245
ANDFS_283979,883984048283
ANDFS_283922,883984053981
ANDFS_284028,883984054006
ANDFS_283471,883984228600
ANDFS_284100,883984229136
ANDFS_284100,883984229136
ANDFS_283573,883984228699
ANDFS_283582,883984449935
ANDFS_283582,883984449935
ANDFS_284108,883984450160
ANDFS_284106,883984450170
ANDFS_283208,883984450468
ANDFS_283390,883984451199
ANDFS_283822,883984451567
ANDFS_283822,883984451567
ANDFS_283822,883984451567
ANDFS_283895,883984451865
ANDFS_283402,883984450078
ANDFS_283475,883984596830
ANDFS_283405,883984597804
ANDFS_282907,883984597046
ANDFS_283872,1770321
ANDFS_283872,1770321
ANDFS_283425,1770322
ANDFS_283500,1770323
ANDFS_283500,1770323
ANDFS_282942,1770324
ANDFS_284020,1770325
ANDFS_283219,1770326
ANDFS_283545,1770327
ANDFS_283666,1770328
ANDFS_283965,1770329
ANDFS_283782,1770330
ANDFS_283858,1770331
ANDFS_283575,1770332
ANDFS_284010,1770333
ANDFS_284022,1770334
ANDFS_283426,1770335
ANDFS_284023,1770336
ANDFS_284029,1770337
ANDFS_284009,1770338
ANDFS_283615,884004071849
ANDFS_283797,884004073716
ANDFS_283797,884004073716
ANDFS_283813,884004074220
ANDFS_284094,884004073587
ANDFS_283778,884004074469
ANDFS_284130,884004075833
ANDFS_283775,884004076439
ANDFS_283462,884004077549
ANDFS_281786,884004078420
ANDFS_284104,884004078968
ANDFS_284091,884004076049
ANDFS_283538,884004079780
ANDFS_283344,884004081070
ANDFS_283737,884004081471
ANDFS_284181,884004081243
ANDFS_283723,884008099674
ANDFS_283982,884008101016
ANDFS_283865,884008103534
ANDFS_283865,884008103534
ANDFS_284109,884008103730
ANDFS_281874,884008103843
ANDFS_283331,884010805591
ANDFS_284184,884010804779
ANDFS_283894,884010805981
ANDFS_283284,884010807219
ANDFS_283284,884010807219
ANDFS_283284,884010807219
ANDFS_283284,884010807219
ANDFS_283284,884010807219
ANDFS_283284,884010807219
ANDFS_283284,884010807219
ANDFS_283284,884010807219
ANDFS_283284,884010807219
ANDFS_283284,884010807219
ANDFS_283554,1770339
ANDFS_283708,1770340
ANDFS_283871,1770341
ANDFS_283711,1770342
ANDFS_283711,1770342
ANDFS_283711,1770342
ANDFS_283781,1770343
ANDFS_283843,1770344
ANDFS_284078,1770345
ANDFS_282028,1770346
ANDFS_283874,1770347
ANDFS_284030,1770348
ANDFS_284064,1770349
ANDFS_283960,1770350
ANDFS_284065,1770351
ANDFS_283651,1770352
ANDFS_284057,1770353
ANDFS_284145,1770354
ANDFS_284235,1770355
ANDFS_283868,1770356
ANDFS_284252,1770357
ANDFS_284040,1770358
ANDFS_283770,1770359
ANDFS_284103,1770360
ANDFS_283433,1770361
ANDFS_284044,1770362
ANDFS_284127,1770363
ANDFS_283544,1770364
ANDFS_283630,1770365
ANDFS_284090,1770366
ANDFS_283220,1770367
ANDFS_283593,884027578631
ANDFS_284186,884027581546
ANDFS_282131,884027582520
ANDFS_283103,884027583527
ANDFS_284183,884027583928
ANDFS_283973,884027581454
ANDFS_283821,884027585769
ANDFS_283821,884027585769
ANDFS_283814,884027585688
ANDFS_284240,884027585059
ANDFS_284024,884027586938
ANDFS_283735,884027588117
ANDFS_284303,884032393017
ANDFS_283719,884032396038
ANDFS_283719,884032396038
ANDFS_283657,884033308668
ANDFS_283330,884033310543
ANDFS_283511,884033309263
ANDFS_283511,884033309263
ANDFS_284161,1770368
ANDFS_283174,1770369
ANDFS_283851,1770370
ANDFS_282888,1770371
ANDFS_283834,1770372
ANDFS_284035,1770373
ANDFS_283848,1770374
ANDFS_283750,1770375
ANDFS_284257,1770376
ANDFS_283761,1770377
ANDFS_283805,1770378
ANDFS_283849,1770379
ANDFS_283849,1770379
ANDFS_284396,1770380
ANDFS_283956,1770381
ANDFS_283690,1770382
ANDFS_284046,1770383
ANDFS_284261,1770384
ANDFS_283936,1770385
ANDFS_284239,1770386
ANDFS_283772,1770387
ANDFS_283772,1770387
ANDFS_284036,1770388
ANDFS_283948,884061780128
ANDFS_283819,884065550490
ANDFS_283860,884065550879
ANDFS_284042,884065548949
ANDFS_284042,884065548949
ANDFS_283989,884065551978
ANDFS_284098,884065553320
ANDFS_283389,884065554602
ANDFS_283764,884065555973
ANDFS_284114,884065556248
ANDFS_284182,884065557174
ANDFS_284308,884065558159
ANDFS_284335,884065559030
ANDFS_284335,884065559030
ANDFS_284335,884065559030
ANDFS_283513,884067886815
ANDFS_283658,884068588952
ANDFS_284306,884068586412
ANDFS_283959,884068590827
ANDFS_284268,884069129731
ANDFS_284298,1770389
ANDFS_284033,1770390
ANDFS_284041,1770391
ANDFS_283857,1770392
ANDFS_283807,1770393
ANDFS_284294,1770394
ANDFS_284095,1770395
ANDFS_283691,1770396
ANDFS_283055,1770397
ANDFS_283055,1770397
ANDFS_283571,1770398
ANDFS_283841,1770399
ANDFS_283792,1770400
ANDFS_284295,1770401
ANDFS_283942,1770402
ANDFS_283942,1770402
ANDFS_283744,1770403
ANDFS_283744,1770403
ANDFS_284045,1770404
ANDFS_284281,1770405
ANDFS_283949,1770406
ANDFS_284284,1770407
ANDFS_284284,1770407
ANDFS_284063,1770408
ANDFS_283962,884099726937
ANDFS_283899,884099727760
ANDFS_284115,884099729145
ANDFS_283767,884099729568
ANDFS_284133,884099729719
ANDFS_284087,884099722770
ANDFS_284116,884099729903
ANDFS_283900,884099731498
